"pp";"counterbalance";"blockNum";"trialNum";"rt";"Response";"Attempt";"error";"Timed.Out";"ANSWER";"cuecolor";"framecolor";"task";"stimulus";"cocoa";"Participant.OS";"Participant.Browser";"ppViewportSize";"task_R";"ANSWER_R";"cuecolor_R";"error_R";"age";"sex";"psyKnowledge";"education";"handedness";"motherTongue";"country"
"WI5";"BRAC1_horiAA_1st300";0;17;1765,56999998866;"L";1;0;NA;"L";"blue";"black";"parity";2;300;"Windows";"Chrome";"1280x610";1;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;18;1118,99000001722;"A";1;0;NA;"A";"blue";"black";"parity";1;300;"Windows";"Chrome";"1280x610";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;19;867,005000007339;"A";1;0;NA;"A";"blue";"black";"magnit";8;300;"Windows";"Chrome";"1280x610";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;20;1896,1100000015;"L";1;1;NA;"A";"blue";"black";"parity";1;300;"Windows";"Chrome";"1280x610";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;21;1303,8349999988;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;"Windows";"Chrome";"1280x610";1;1;0;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;22;1760,47000000835;"A";1;1;NA;"L";"blue";"black";"parity";6;300;"Windows";"Chrome";"1280x610";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;23;1098,2049999875;"A";1;0;NA;"A";"red";"black";"magnit";9;300;"Windows";"Chrome";"1280x610";1;1;1;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;24;1505,73500001337;"A";1;0;NA;"A";"red";"black";"parity";1;300;"Windows";"Chrome";"1280x610";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;25;1009,08499999787;"L";1;0;NA;"L";"red";"black";"parity";4;300;"Windows";"Chrome";"1280x610";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;26;1086,76499998546;"A";1;0;NA;"A";"red";"black";"magnit";6;300;"Windows";"Chrome";"1280x610";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;27;1638,45500000753;"A";1;0;NA;"A";"red";"black";"parity";9;300;"Windows";"Chrome";"1280x610";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;28;1048,71000000276;"L";1;0;NA;"L";"blue";"black";"magnit";1;300;"Windows";"Chrome";"1280x610";1;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;29;934,275000006892;"L";1;0;NA;"L";"red";"black";"parity";2;300;"Windows";"Chrome";"1280x610";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;30;1018,44499999424;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;"Windows";"Chrome";"1280x610";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;31;1532,88499999326;"A";1;1;NA;"L";"blue";"black";"parity";2;300;"Windows";"Chrome";"1280x610";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;32;1784,19000000576;"A";1;0;NA;"A";"blue";"black";"parity";7;300;"Windows";"Chrome";"1280x610";0;1;0;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;33;1129,66500001494;"L";1;0;NA;"L";"red";"black";"parity";4;300;"Windows";"Chrome";"1280x610";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;34;1443,87000001734;"L";1;0;NA;"L";"red";"black";"magnit";2;300;"Windows";"Chrome";"1280x610";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;35;1004,98999998672;"A";1;0;NA;"A";"blue";"black";"magnit";6;300;"Windows";"Chrome";"1280x610";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;36;1481,80999999749;"A";1;0;NA;"A";"blue";"black";"parity";7;300;"Windows";"Chrome";"1280x610";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;37;1159,91000001668;"A";1;0;NA;"A";"red";"black";"magnit";6;300;"Windows";"Chrome";"1280x610";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;38;1016,38000001549;"A";1;0;NA;"A";"red";"black";"magnit";8;300;"Windows";"Chrome";"1280x610";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;39;1317,84999999218;"A";1;0;NA;"A";"red";"black";"parity";7;300;"Windows";"Chrome";"1280x610";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;40;904,215000016848;"A";1;0;NA;"A";"red";"black";"parity";3;300;"Windows";"Chrome";"1280x610";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;41;1321,95000001229;"L";1;0;NA;"L";"blue";"black";"magnit";4;300;"Windows";"Chrome";"1280x610";1;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;42;1135,89499998488;"A";1;0;NA;"A";"red";"black";"magnit";8;300;"Windows";"Chrome";"1280x610";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;43;1037,30500000529;"L";1;0;NA;"L";"blue";"black";"parity";4;300;"Windows";"Chrome";"1280x610";1;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;44;1014,69999999972;"L";1;0;NA;"L";"blue";"black";"magnit";1;300;"Windows";"Chrome";"1280x610";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;45;2342,6750000217;"L";1;0;NA;"L";"red";"black";"magnit";4;300;"Windows";"Chrome";"1280x610";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;46;1260,43500000378;"A";1;0;NA;"A";"red";"black";"magnit";9;300;"Windows";"Chrome";"1280x610";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;47;1945,63000000198;"L";1;0;NA;"L";"blue";"black";"magnit";2;300;"Windows";"Chrome";"1280x610";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;48;1431,76499998663;"L";1;0;NA;"L";"blue";"black";"parity";6;300;"Windows";"Chrome";"1280x610";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;49;941,270000010263;"L";1;0;NA;"L";"red";"black";"parity";4;300;"Windows";"Chrome";"1280x610";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;50;1155,40000001783;"A";1;0;NA;"A";"blue";"black";"magnit";6;300;"Windows";"Chrome";"1280x610";1;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;51;754,710000008345;"A";1;0;NA;"A";"blue";"black";"magnit";9;300;"Windows";"Chrome";"1280x610";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;52;1541,66000001715;"A";1;0;NA;"A";"red";"black";"magnit";7;300;"Windows";"Chrome";"1280x610";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;53;655,80000000773;"L";1;0;NA;"L";"red";"black";"magnit";2;300;"Windows";"Chrome";"1280x610";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;54;1417,84499998903;"L";1;0;NA;"L";"red";"black";"magnit";3;300;"Windows";"Chrome";"1280x610";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;55;798,204999999143;"A";1;0;NA;"A";"red";"black";"magnit";7;300;"Windows";"Chrome";"1280x610";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;56;1093,5499999905;"L";1;0;NA;"L";"blue";"black";"parity";8;300;"Windows";"Chrome";"1280x610";1;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;57;808,380000002217;"L";1;0;NA;"L";"blue";"black";"parity";4;300;"Windows";"Chrome";"1280x610";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;58;660,13999999268;"L";1;0;NA;"L";"red";"black";"magnit";3;300;"Windows";"Chrome";"1280x610";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;59;1326,62499998696;"A";1;0;NA;"A";"red";"black";"parity";1;300;"Windows";"Chrome";"1280x610";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;60;987,04499998712;"L";1;0;NA;"L";"red";"black";"parity";6;300;"Windows";"Chrome";"1280x610";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;61;1531,59999998752;"A";1;1;NA;"L";"blue";"black";"parity";2;300;"Windows";"Chrome";"1280x610";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;62;1813,99500000407;"A";1;0;NA;"A";"blue";"black";"parity";3;300;"Windows";"Chrome";"1280x610";0;1;0;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;63;777,904999995371;"L";1;0;NA;"L";"blue";"black";"magnit";2;300;"Windows";"Chrome";"1280x610";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;64;1450,19999999204;"L";1;0;NA;"L";"red";"black";"magnit";3;300;"Windows";"Chrome";"1280x610";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;65;729,209999990417;"A";1;0;NA;"A";"blue";"black";"magnit";9;300;"Windows";"Chrome";"1280x610";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;66;1763,03000000189;"L";1;0;NA;"L";"red";"black";"magnit";4;300;"Windows";"Chrome";"1280x610";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;67;931,475000019418;"L";1;0;NA;"L";"red";"black";"magnit";2;300;"Windows";"Chrome";"1280x610";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;68;1460,65999998245;"L";1;0;NA;"L";"red";"black";"parity";6;300;"Windows";"Chrome";"1280x610";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;69;980,855000001611;"A";1;0;NA;"A";"blue";"black";"parity";9;300;"Windows";"Chrome";"1280x610";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;70;632,749999989755;"L";1;0;NA;"L";"red";"black";"parity";2;300;"Windows";"Chrome";"1280x610";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;71;1865,56499998551;"A";1;0;NA;"A";"red";"black";"parity";3;300;"Windows";"Chrome";"1280x610";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;72;1226,51000000769;"L";1;0;NA;"L";"blue";"black";"magnit";4;300;"Windows";"Chrome";"1280x610";1;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;73;1531,61000000546;"L";1;0;NA;"L";"blue";"black";"parity";8;300;"Windows";"Chrome";"1280x610";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;74;684,074999997392;"A";1;0;NA;"A";"blue";"black";"parity";7;300;"Windows";"Chrome";"1280x610";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;75;719,209999981103;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;"Windows";"Chrome";"1280x610";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;76;1030,75000000536;"L";1;0;NA;"L";"red";"black";"magnit";1;300;"Windows";"Chrome";"1280x610";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;77;1689,72999998368;"A";1;0;NA;"A";"blue";"black";"parity";9;300;"Windows";"Chrome";"1280x610";1;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;78;1018,90999998432;"A";1;0;NA;"A";"blue";"black";"parity";3;300;"Windows";"Chrome";"1280x610";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;79;739,020000008168;"A";1;0;NA;"A";"blue";"black";"magnit";9;300;"Windows";"Chrome";"1280x610";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;80;1019,77499999339;"A";1;0;NA;"A";"blue";"black";"magnit";8;300;"Windows";"Chrome";"1280x610";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;81;2042,4650000059;"A";1;0;NA;"A";"red";"black";"magnit";6;300;"Windows";"Chrome";"1280x610";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;82;1106,24500000267;"A";1;0;NA;"A";"red";"black";"parity";3;300;"Windows";"Chrome";"1280x610";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;83;717,490000010002;"A";1;0;NA;"A";"blue";"black";"magnit";6;300;"Windows";"Chrome";"1280x610";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;84;1774,01999998256;"A";1;0;NA;"A";"red";"black";"magnit";8;300;"Windows";"Chrome";"1280x610";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;85;1433,02500000573;"L";1;0;NA;"L";"red";"black";"parity";2;300;"Windows";"Chrome";"1280x610";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;86;1269,94500000728;"A";1;0;NA;"A";"red";"black";"parity";7;300;"Windows";"Chrome";"1280x610";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;87;721,400000009453;"A";1;0;NA;"A";"blue";"black";"parity";9;300;"Windows";"Chrome";"1280x610";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;88;781,090000004042;"L";1;0;NA;"L";"red";"black";"parity";8;300;"Windows";"Chrome";"1280x610";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;89;938,400000013644;"A";1;0;NA;"A";"red";"black";"parity";1;300;"Windows";"Chrome";"1280x610";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;90;1394,93500001845;"L";1;0;NA;"L";"blue";"black";"parity";8;300;"Windows";"Chrome";"1280x610";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;91;1030,44500001124;"A";1;0;NA;"A";"blue";"black";"magnit";7;300;"Windows";"Chrome";"1280x610";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;92;1481,46500001894;"L";1;0;NA;"L";"red";"black";"parity";8;300;"Windows";"Chrome";"1280x610";1;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;93;1097,81500001554;"L";1;0;NA;"L";"blue";"black";"parity";6;300;"Windows";"Chrome";"1280x610";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;94;724,819999973988;"L";1;0;NA;"L";"red";"black";"magnit";4;300;"Windows";"Chrome";"1280x610";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";0;95;2502,69899999991;NA;NA;1;1;"L";"red";"black";"parity";6;300;"Windows";"Chrome";"1280x610";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;0;938,339999993332;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;"Windows";"Chrome";"1280x610";99;99;99;99;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;1;1979,73000002094;"L";1;1;NA;"A";"blue";"black";"parity";9;0;"Windows";"Chrome";"1280x610";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;2;991,080000007059;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;"Windows";"Chrome";"1280x610";1;1;0;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;3;1383,38999997359;"L";1;0;NA;"L";"red";"black";"parity";4;0;"Windows";"Chrome";"1280x610";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;4;1002,84999998985;"A";1;0;NA;"A";"blue";"black";"parity";1;0;"Windows";"Chrome";"1280x610";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;5;949,920000013663;"L";1;0;NA;"L";"red";"black";"parity";6;0;"Windows";"Chrome";"1280x610";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;6;1311,50499999058;"L";1;1;NA;"A";"red";"black";"parity";3;0;"Windows";"Chrome";"1280x610";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;7;851,344999973662;"A";1;0;NA;"A";"red";"black";"magnit";9;0;"Windows";"Chrome";"1280x610";1;0;0;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;8;1845,18500001286;"A";1;0;NA;"A";"blue";"black";"parity";3;0;"Windows";"Chrome";"1280x610";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;9;1510,569999984;"A";1;0;NA;"A";"red";"black";"parity";1;0;"Windows";"Chrome";"1280x610";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;10;969,624999997905;"L";1;0;NA;"L";"red";"black";"magnit";4;0;"Windows";"Chrome";"1280x610";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;11;1240,3049999848;"A";1;0;NA;"A";"blue";"black";"magnit";8;0;"Windows";"Chrome";"1280x610";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;12;933,644999982789;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;"Windows";"Chrome";"1280x610";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;13;1083,19000000483;"A";1;0;NA;"A";"blue";"black";"parity";1;0;"Windows";"Chrome";"1280x610";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;14;1838,99499999825;"L";1;0;NA;"L";"blue";"black";"parity";4;0;"Windows";"Chrome";"1280x610";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;15;836,615000007441;"L";1;0;NA;"L";"blue";"black";"parity";2;0;"Windows";"Chrome";"1280x610";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;16;692,699999985052;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;"Windows";"Chrome";"1280x610";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;17;1044,95000001043;"L";1;0;NA;"L";"red";"black";"parity";2;0;"Windows";"Chrome";"1280x610";1;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;18;795,589999994263;"L";1;0;NA;"L";"red";"black";"parity";8;0;"Windows";"Chrome";"1280x610";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;19;839,96000001207;"A";1;0;NA;"A";"red";"black";"parity";1;0;"Windows";"Chrome";"1280x610";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;20;1018,03500001552;"L";1;0;NA;"L";"red";"black";"parity";8;0;"Windows";"Chrome";"1280x610";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;21;709,28000001004;"A";1;0;NA;"A";"red";"black";"magnit";9;0;"Windows";"Chrome";"1280x610";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;22;999,320000002626;"L";1;0;NA;"L";"red";"black";"magnit";2;0;"Windows";"Chrome";"1280x610";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
"WI5";"BRAC1_horiAA_1st300";1;23;809,165000013309;"A";1;0;NA;"A";"red";"black";"magnit";6;0;"Windows";"Chrome";"1280x610";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"High school diploma";"right-handed";"German";"Germany"
